01:32:59 AM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
01:33:09 AM   13    6.06    0.00    9.09    0.00    0.00    3.03    0.00   81.82      2.02
01:33:09 AM   14    6.93    0.00    9.90    0.00    0.00    2.97    0.00   80.20      2.02
01:33:09 AM   15    5.94    0.00    9.90    0.00    0.00    4.95    0.00   79.21      6.06

01:33:09 AM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
01:33:10 AM  all    5.81    0.00   12.92    0.00    0.00    2.93    0.00   78.34    990.20
01:33:10 AM    0    7.84    0.00    6.86    0.00    0.00    2.94    0.00   82.35    981.37
01:33:10 AM    1    3.96    0.00   22.77    0.00    0.00    2.97    0.00   70.30      0.00
01:33:10 AM    2    6.86    0.00   24.51    0.00    0.00    3.92    0.00   64.71      0.00
01:33:10 AM    3    2.00    0.00    7.00    0.00    0.00    1.00    0.00   90.00      0.00
01:33:10 AM    4    6.00    0.00   11.00    0.00    0.00    2.00    0.00   81.00      0.00
01:33:10 AM    5    7.14    0.00    9.18    0.00    0.00    3.06    0.00   80.61      0.00
01:33:10 AM    6    7.00    0.00   11.00    0.00    0.00    3.00    0.00   79.00      0.00
01:33:10 AM    7    5.00    0.00   11.00    0.00    0.00    4.00    0.00   80.00      0.00
01:33:10 AM    8    4.95    0.00    9.90    0.00    0.00    1.98    0.00   83.17      0.00
01:33:10 AM    9    3.03    0.00   16.16    0.00    0.00    1.01    0.00   79.80      0.00
01:33:10 AM   10    7.92    0.00   33.66    0.00    0.00    4.95    0.00   53.47      0.00
01:33:10 AM   11    3.00    0.00    6.00    0.00    0.00    1.00    0.00   90.00      0.00
01:33:10 AM   12    5.88    0.00    9.80    0.00    0.00    2.94    0.00   81.37      0.00
01:33:10 AM   13    8.82    0.00    8.82    0.00    0.00    3.92    0.00   78.43      0.98
01:33:10 AM   14    7.07    0.00   10.10    0.00    0.00    4.04    0.00   78.79      1.96
01:33:10 AM   15    7.00    0.00    9.00    0.00    0.00    5.00    0.00   79.00      5.88

01:33:10 AM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
01:33:11 AM  all    6.31    0.00   13.80    0.00    0.00    2.75    0.00   77.14   1018.00
01:33:11 AM    0   10.00    0.00    7.00    0.00    0.00    4.00    0.00   79.00   1001.00
01:33:11 AM    1    5.05    0.00   25.25    0.00    0.00    1.01    0.00   68.69      0.00
01:33:11 AM    2    4.08    0.00   35.71    0.00    0.00    4.08    0.00   56.12      0.00
01:33:11 AM    3    3.96    0.00    6.93    0.00    0.00    0.99    0.00   88.12      0.00
01:33:11 AM    4    8.91    0.00   10.89    0.00    0.00    2.97    0.00   77.23      1.00
01:33:11 AM    5    6.93    0.00   11.88    0.00    0.00    2.97    0.00   78.22      0.00
01:33:11 AM    6    8.00    0.00   12.00    0.00    0.00    3.00    0.00   77.00      0.00
01:33:11 AM    7    8.08    0.00   10.10    0.00    0.00    2.02    0.00   79.80      0.00
01:33:11 AM    8    5.00    0.00   18.00    0.00    0.00    3.00    0.00   74.00      0.00
01:33:11 AM    9    4.95    0.00   15.84    0.00    0.00    1.98    0.00   77.23      0.00
01:33:11 AM   10    5.00    0.00   18.00    0.00    0.00    2.00    0.00   75.00      0.00
01:33:11 AM   11    2.94    0.00    6.86    0.00    0.00    0.98    0.00   89.22      0.00
01:33:11 AM   12    7.00    0.00   11.00    0.00    0.00    3.00    0.00   79.00      1.00
01:33:11 AM   13    7.07    0.00   11.11    0.00    0.00    3.03    0.00   78.79      2.00
01:33:11 AM   14    8.91    0.00   11.88    0.00    0.00    3.96    0.00   75.25      2.00
01:33:11 AM   15    7.00    0.00    9.00    0.00    0.00    4.00    0.00   80.00     11.00

01:33:11 AM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
01:33:12 AM  all    5.81    0.00   12.87    0.00    0.00    3.00    0.00   78.33   1028.28
01:33:12 AM    0    6.06    0.00   10.10    0.00    0.00    5.05    0.00   78.79   1011.11
01:33:12 AM    1    4.04    0.00   18.18    0.00    0.00    3.03    0.00   74.75      0.00
01:33:12 AM    2    4.95    0.00   26.73    0.00    0.00    2.97    0.00   65.35      0.00
01:33:12 AM    3    2.04    0.00    7.14    0.00    0.00    0.00    0.00   90.82      0.00
01:33:12 AM    4    6.00    0.00   10.00    0.00    0.00    3.00    0.00   81.00      3.03
01:33:12 AM    5    6.93    0.00   12.87    0.00    0.00    2.97    0.00   77.23      0.00
01:33:12 AM    6    8.00    0.00   11.00    0.00    0.00    4.00    0.00   77.00      0.00
01:33:12 AM    7    5.00    0.00    9.00    0.00    0.00    5.00    0.00   81.00      0.00
01:33:12 AM    8    6.06    0.00   14.14    0.00    0.00    3.03    0.00   76.77      0.00
01:33:12 AM    9    5.00    0.00   19.00    0.00    0.00    3.00    0.00   73.00      0.00
01:33:12 AM   10    5.00    0.00   17.00    0.00    0.00    2.00    0.00   76.00      0.00
01:33:12 AM   11    3.06    0.00    7.14    0.00    0.00    0.00    0.00   89.80      0.00
01:33:12 AM   12    7.00    0.00   10.00    0.00    0.00    3.00    0.00   80.00      0.00
01:33:12 AM   13    7.00    0.00   10.00    0.00    0.00    3.00    0.00   80.00      1.01
01:33:12 AM   14    7.00    0.00   12.00    0.00    0.00    3.00    0.00   78.00      2.02
01:33:12 AM   15    6.06    0.00   11.11    0.00    0.00    4.04    0.00   78.79     11.11

01:33:12 AM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
01:33:13 AM  all    5.81    0.00   14.17    0.00    0.00    2.81    0.00   77.22   1003.96
01:33:13 AM    0    6.93    0.00    4.95    0.00    0.00    0.99    0.00   87.13    991.09
01:33:13 AM    1    5.94    0.00   37.62    0.00    0.00    3.96    0.00   52.48      0.00
01:33:13 AM    2    3.03    0.00    6.06    0.00    0.00    1.01    0.00   89.90      0.00
01:33:13 AM    3    2.94    0.00    8.82    0.00    0.00    0.98    0.00   87.25      0.00
01:33:13 AM    4    6.00    0.00   12.00    0.00    0.00    3.00    0.00   79.00      0.99
01:33:13 AM    5    7.00    0.00   11.00    0.00    0.00    3.00    0.00   79.00      0.00
01:33:13 AM    6    6.86    0.00   13.73    0.00    0.00    3.92    0.00   75.49      0.00
01:33:13 AM    7    7.00    0.00   11.00    0.00    0.00    4.00    0.00   78.00      0.00
01:33:13 AM    8    4.00    0.00    9.00    0.00    0.00    0.00    0.00   87.00      0.00
01:33:13 AM    9    8.00    0.00   38.00    0.00    0.00    5.00    0.00   49.00      0.00
01:33:13 AM   10    3.00    0.00   18.00    0.00    0.00    3.00    0.00   76.00      0.00
01:33:13 AM   11    2.97    0.00    8.91    0.00    0.00    1.98    0.00   86.14      0.00
01:33:13 AM   12    8.00    0.00   13.00    0.00    0.00    4.00    0.00   75.00      0.99
01:33:13 AM   13    7.00    0.00    9.00    0.00    0.00    5.00    0.00   79.00      1.98
01:33:13 AM   14    8.00    0.00   13.00    0.00    0.00    2.00    0.00   77.00      3.96
01:33:13 AM   15    8.82    0.00   12.75    0.00    0.00    3.92    0.00   74.51      4.95

01:33:13 AM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
01:33:14 AM  all    5.87    0.00   13.68    0.00    0.00    3.00    0.00   77.45   1029.29
01:33:14 AM    0    4.04    0.00    3.03    0.00    0.00    3.03    0.00   89.90   1011.11
01:33:14 AM    1    2.00    0.00    6.00    0.00    0.00    0.00    0.00   92.00      0.00
01:33:14 AM    2    6.93    0.00   46.53    0.00    0.00    3.96    0.00   42.57      0.00
01:33:14 AM    3    2.04    0.00    6.12    0.00    0.00    1.02    0.00   90.82      0.00
01:33:14 AM    4    8.00    0.00   10.00    0.00    0.00    4.00    0.00   78.00      0.00
01:33:14 AM    5    6.06    0.00   11.11    0.00    0.00    4.04    0.00   78.79      0.00
01:33:14 AM    6    8.08    0.00   13.13    0.00    0.00    4.04    0.00   74.75      0.00
01:33:14 AM    7    6.00    0.00   11.00    0.00    0.00    4.00    0.00   79.00      0.00
01:33:14 AM    8    4.95    0.00    7.92    0.00    0.00    1.98    0.00   85.15      0.00
01:33:14 AM    9    3.00    0.00    8.00    0.00    0.00    0.00    0.00   89.00      0.00
01:33:14 AM   10    7.92    0.00   41.58    0.00    0.00    5.94    0.00   44.55      0.00
01:33:14 AM   11    2.00    0.00    7.00    0.00    0.00    1.00    0.00   90.00      0.00
01:33:14 AM   12    7.00    0.00   11.00    0.00    0.00    3.00    0.00   79.00      1.01
01:33:14 AM   13    7.00    0.00   12.00    0.00    0.00    3.00    0.00   78.00      1.01
01:33:14 AM   14    9.00    0.00   14.00    0.00    0.00    4.00    0.00   73.00      3.03
01:33:14 AM   15    7.07    0.00   11.11    0.00    0.00    3.03    0.00   78.79     13.13

01:33:14 AM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
01:33:15 AM  all    5.81    0.00   13.42    0.00    0.00    2.68    0.00   78.09    998.02
01:33:15 AM    0    5.94    0.00    4.95    0.00    0.00    1.98    0.00   87.13    991.09
01:33:15 AM    1    2.97    0.00    6.93    0.00    0.00    0.99    0.00   89.11      0.00
01:33:15 AM    2    5.00    0.00   31.00    0.00    0.00    4.00    0.00   60.00      0.00
01:33:15 AM    3    4.95    0.00   14.85    0.00    0.00    1.98    0.00   78.22      0.00
01:33:15 AM    4    7.00    0.00   10.00    0.00    0.00    4.00    0.00   79.00      0.99
01:33:15 AM    5    7.92    0.00   10.89    0.00    0.00    4.95    0.00   76.24      0.00
01:33:15 AM    6    7.00    0.00   10.00    0.00    0.00    3.00    0.00   80.00      0.00
01:33:15 AM    7    7.92    0.00   12.87    0.00    0.00    3.96    0.00   75.25      0.00
01:33:15 AM    8    4.04    0.00    8.08    0.00    0.00    1.01    0.00   86.87      0.00
01:33:15 AM    9    3.03    0.00    7.07    0.00    0.00    0.00    0.00   89.90      0.00
01:33:15 AM   10    5.05    0.00   30.30    0.00    0.00    3.03    0.00   61.62      0.00
01:33:15 AM   11    7.00    0.00   23.00    0.00    0.00    2.00    0.00   68.00      0.00
01:33:15 AM   12    8.00    0.00   10.00    0.00    0.00    3.00    0.00   79.00      0.99
01:33:15 AM   13    5.94    0.00   10.89    0.00    0.00    3.96    0.00   79.21      1.98
